id,name,description,neighborhood_overview,host_id,host_name,host_since,host_location,host_about,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_thumbnail_url,host_picture_url,host_neighbourhood,host_listings_count,host_total_listings_count,host_verifications,host_has_profile_pic,host_identity_verified,neighbourhood,neighbourhood_cleansed,neighbourhood_group_cleansed,latitude,longitude,property_type,room_type,accommodates,bathrooms_text,bedrooms,beds,amenities,minimum_nights,maximum_nights,minimum_minimum_nights,maximum_minimum_nights,minimum_maximum_nights,maximum_maximum_nights,minimum_nights_avg_ntm,maximum_nights_avg_ntm,calendar_updated,has_availability,availability_30,availability_60,availability_90,availability_365,calendar_last_scraped,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,first_review,last_review,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,license,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,price
839140,"Master Bedroom, West End","Living room has hardwood and the bedroom laminate flooring. Balcony on the kitchen level overlooks a peaceful backyard.  Kitchen features a pantry, chef's island, microwave, dishwasher, and oven.  Shared 3-piece bathroom, directly beside your bedroom and",,4383680,Jude,2012-12-11,"Ottawa, Ontario, Canada","I am a gregarious professional woman in west end Ottawa.  I am an active outdoors enthusiast who likes to walk, hike, cycle, kayak, and ski.  I look forward to meeting you and telling you about the Ottawa highlights.",,100,100,f,https://a0.muscache.com/im/pictures/user/eba3f3c0-939a-4a60-bf03-48327981b16c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/eba3f3c0-939a-4a60-bf03-48327981b16c.jpg?aki_policy=profile_x_medium,,0,0,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,,College,,45.31558,-75.83275,Private room in house,Private room,1,1.5 shared baths,1,1,"[""Free washer"", ""Hot water kettle"", ""Private garden or backyard"", ""Stainless steel oven"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Stainless steel stove"", ""Microwave"", ""Wifi"", ""Kitchen"", ""Wine glasses"", ""Baking sheet"", ""Dining table""",18,1125,18,18,1125,1125,18,1125,,t,0,0,27,302,2021-07-11,15,1,1,2013,2013,4,4,5,5,4,4,4,,f,1,0,1,0,0,55
875133,"Progressive, Eco-friendly, Central","Angela's B&B is a large old rambling family house located in central Ottawa on unceded Algonquin territory.<br />The room is a traditional room with a double bed and is located on the third floor. It has a private deck. Also open for guest use, there is ","Neighbourhood & Location: We are located in the Glebe, which is a central, treed, urban, thriving neighbourhood. Two blocks from the house you can find coffee shops, restaurants, grocery, pharmacy, boutiques, post office, wine bar, whatever.<br /><br />O",4606697,Angela,2013-01-06,"Ottawa, Ontario, Canada","I am politically progressive, environmentally conscious and feminist. I am connected with a number of communities and networks in Ottawa.  I am especially happy to facilitate stays of people who are coming to Ottawa to advocate, lobby and network for cha",,100,,t,https://a0.muscache.com/im/users/4606697/profile_pic/1357497370/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4606697/profile_pic/1357497370/original.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,"Ottawa, Ontario, Canada",Capital,,45.40469,-75.69298,Private room in bed and breakfast,Private room,2,2.5 shared baths,1,1,"[""Stove"", ""Hot water"", ""Pack \u2019n Play/travel crib"", ""Wifi"", ""Kitchen"", ""Baby bath"", ""TV with standard cable"", ""First aid kit"", ""Refrigerator"", ""Cable TV"", ""Shampoo"", ""Luggage dropoff allowed"", ""Free parking on premises"", ""Dedicated workspace"", ""Essen",1,1125,1,1,1125,1125,1,1125,,t,0,0,0,0,2021-07-11,117,0,0,2013,2019,4,4,4,4,4,4,4,,t,3,0,3,0,1,83
902575,Room for rent Downtown Ottawa R,"<b>The space</b><br />I have a nice room for rent downtown Ottawa. Accommodate 2 people. Close of Parliamentary of Canada, Rideau Shopping Mall and several Museums.  <br /><br />(min 3 nights, 95$/night CAD each room)<br />internet wifi available<br />lo",,3895093,Nicole,2012-10-16,"Ottawa, Ontario, Canada",I am a dynamic person and I like to have fun and meet new people around the world.,,,,f,https://a0.muscache.com/im/pictures/user/87310c92-b935-4dba-8196-8418e852fa31.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/87310c92-b935-4dba-8196-8418e852fa31.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id', 'work_email']",t,t,,Somerset,,45.41938,-75.69505,Private room in apartment,Private room,1,1 shared bath,1,1,"[""Heating"", ""Carbon monoxide alarm"", ""First aid kit"", ""Elevator"", ""Dryer"", ""Smoke alarm"", ""Lock on bedroom door"", ""Washer"", ""Kitchen"", ""Wifi"", ""Long term stays allowed"", ""Essentials"", ""Fire extinguisher""]",90,1125,90,90,1125,1125,90,1125,,t,30,60,90,90,2021-07-10,8,0,0,2016,2017,4,4,4,4,5,4,4,,t,1,0,1,0,0,75
943979,Smart flat near Center&Glebe+Garage,"Private studio apartment in new/modern condo building, centrally located, all your basic needs including free indoor parking, ensuite laundry, cable TV, Wi-Fi, 2 burner cook top, frig, microwave, dishwasher<br /><br /><b>The space</b><br />This top floor",,5108859,Maria And Jim,2013-02-16,"Ottawa, Ontario, Canada","Welcome to the National Capital of Canada, our beautiful Ottawa!!!

Our favourite hobbies now are gardening in summer and skiing when there is snow. 
We love to entertain in all seasons and to attend theater evenings, concerts and restaurants -that is",,100,81,f,https://a0.muscache.com/im/users/5108859/profile_pic/1364223368/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5108859/profile_pic/1364223368/original.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,,Somerset,,45.41127,-75.69575,Entire apartment,Entire home/apt,3,1 bath,,1,"[""Stove"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Wifi"", ""Kitchen"", ""TV with standard cable"", ""Refrigerator"", ""Cable TV"", ""Dishwasher"", ""Shampoo"", ""Elevator"", ""Free parking on premises"", ""Dedicated workspace"", ""Essentials"", ""Dryer"", ""Air cond",30,400,30,30,400,400,30,400,,t,9,19,22,100,2021-07-10,292,4,1,2013,2019,4,4,4,4,4,4,4,,f,3,3,0,0,3,95
987450,Central New condo w Balcony/Garage!,"Great location in a new building! Spotless clean with indoors heated garage, A/C - and + more. In a safe area of the National Capital...w/ its restaurants, cafes, pubs, greats bars and hip ethnic eateries in a walkable vibrant and liveable community.<br ","There are several restaurants around the block, a car rental and basic needs in the new ShoppersDrugMart -from milk to Magazines, sandwiches, juices -and the LCBO both by the corner of Bank St. at Gladstone. Staples is few steps away.",5108859,Maria And Jim,2013-02-16,"Ottawa, Ontario, Canada","Welcome to the National Capital of Canada, our beautiful Ottawa!!!

Our favourite hobbies now are gardening in summer and skiing when there is snow. 
We love to entertain in all seasons and to attend theater evenings, concerts and restaurants -that is",,100,81,f,https://a0.muscache.com/im/users/5108859/profile_pic/1364223368/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5108859/profile_pic/1364223368/original.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,"Ottawa, Ontario, Canada",Somerset,,45.41161,-75.69629,Entire condominium,Entire home/apt,2,1 bath,,1,"[""Stove"", ""Dishes and silverware"", ""Microwave"", ""Pack \u2019n Play/travel crib"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""TV with standard cable"", ""Refrigerator"", ""Cable TV"", ""Elevator"", ""Free parking on premises"", ""Dedicated workspace"", ""Essentials"", ""Dr",30,400,30,30,400,400,30,400,,t,0,15,15,205,2021-07-10,315,5,0,2014,2020,4,4,4,4,4,4,4,,f,3,3,0,0,3,90
1026310,Lakehouse Inspired Retreat Close to Downtown,"The perfect location! Minutes from Parliament, Byward market, Gatineau Hills, Spa Nordik, national museums and conference centres. Our custom home is on the National Marathon route with easy access to HWY 417. While our home is a work in progress, you wi","A quiet tree lined area only a few minute walk to a local lake for swimming, the river pathway for running/biking or walking...beautiful sunsets and views of Quebec across the river. We are located steps from the number 7 bus route and in walking distanc",5649683,Melanie,2013-03-27,"Ottawa, Ontario, Canada"," I am a photographer based in Canada's national capital. While we love to bike, ski and cottage close to home, our wanderlust and sense of adventure have us exploring whenever opportunity allows. We have benefited from being welcomed in many AirBnB homes",,100,100,f,https://a0.muscache.com/im/pictures/user/a8a5b0de-a687-45a6-8d09-fe4d50093b81.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/a8a5b0de-a687-45a6-8d09-fe4d50093b81.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'facebook', 'google', 'reviews']",t,t,"Ottawa, Ontario, Canada",Rideau-Rockcliffe,,45.45578,-75.65653,Entire house,Entire home/apt,8,2.5 baths,4,4,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Indoor fireplace"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""TV"", ""Baking sheet"", ""First aid kit"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Gym"", ""Backyard"", ""Lug",5,30,5,5,1125,1125,5,1125,,t,0,6,36,206,2021-07-10,17,3,1,2016,2020,4,4,4,4,4,4,4,,f,1,1,0,0,0,575
1038420,Walk the City from Charming Home,"We are on a beautiful tree lined heritage street west of Centretown. The area is quiet ,yet within walking distance of Little Italy, Chinatown and a 20 minute walk along the river to the The Parliament Buildings. There is a bike path along the river just",Beautiful Heritage Street.,5716841,Phil And Jane,2013-04-01,"Ottawa, Ontario, Canada","Phil and I enjoy entertaining, cooking , music , travel and all  of the great things this life has to offer. We thought that by being hosts on Air B and B , we could share our love for the city of Ottawa and our well loved home.  I am in education and Ph",,100,96,t,https://a0.muscache.com/im/users/5716841/profile_pic/1429450152/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5716841/profile_pic/1429450152/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Ottawa, Ontario, Canada",Somerset,,45.41195,-75.71027,Private room in house,Private room,2,1 private bath,1,1,"[""Hot water kettle"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Conditioner"", ""Wifi"", ""Patio or balcony"", ""Wine glasses"", ""First aid kit"", ""Refrigerator"", ""Dryer \u2013 In building"", ""Body soap"", ""Shampoo"", ""Backyard"", ""Luggage dropoff",2,28,2,2,1125,1125,2,1125,,t,13,41,71,344,2021-07-10,407,14,5,2015,2019,4,4,4,4,4,4,4,,f,1,0,1,0,5,79
1097429,Centretown 2BD + private bath,"<b>The space</b><br />Large, sunny furnished room with queen bed on the top floor of our semi-detached home. Includes large private bathroom with full tub/shower. Free parking is available.<br /><br />There is a second bedroom on same floor, also with a ",,2282184,Kate & Erik,2012-05-03,"Ottawa, Ontario, Canada","We've been traveling with Airbnb since 2012, and hosting since 2013. ",,,0,f,https://a0.muscache.com/im/users/2282184/profile_pic/1366587573/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/2282184/profile_pic/1366587573/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,,Somerset,,45.40953,-75.70138,Private room in house,Private room,4,1 bath,1,2,"[""Heating"", ""Carbon monoxide alarm"", ""First aid kit"", ""Shampoo"", ""Dryer"", ""Air conditioning"", ""Smoke alarm"", ""Kitchen"", ""Washer"", ""Long term stays allowed"", ""Wifi"", ""Essentials"", ""Fire extinguisher"", ""Free parking on premises""]",30,1125,30,30,1125,1125,30,1125,,t,0,0,0,0,2021-07-10,112,0,0,2013,2015,4,4,4,4,4,4,4,,f,1,0,1,0,1,79
1113071,"Home in Ottawa's BEST neighbourhood","<b>The space</b><br />A recently renovated 3 bedroom (+ basement suite) character home in Ottawa's hippest neighbourhood, Hintonburg.   <br /><br />A 5 minute drive (or 10 minute bike ride along the beautiful river pathway) to downtown and just steps awa","We LOVE our neighbourhood - there are countless restaurants, bakeries, shops and coffee places.   There is a farmer's market a 2 minute walk away, a park 2 doors down and tons of great people-watching!",6108821,Sarah,2013-04-26,"Ottawa, Ontario, Canada","Born and raised in Northern Ontario, have lived in various great Canadian cities and now settled in Ottawa. Excited to share the home we love with travellers to this great city.   ",,100,29,f,https://a0.muscache.com/im/pictures/user/d59fb69a-9ab3-48f5-a1be-3344c76f5aac.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/d59fb69a-9ab3-48f5-a1be-3344c76f5aac.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'work_email']",t,f,"Ottawa, Ontario, Canada",Kitchissippi,,45.40703,-75.7276,Entire house,Entire home/apt,6,2.5 baths,3,0,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""High chair"", ""Microwave"", ""Oven"", ""Pack \u2019n Play/travel crib"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""Lockbox"", ""TV"", ""First aid kit"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", """,3,365,3,3,365,365,3,365,,t,3,7,7,207,2021-07-10,19,0,0,2014,2018,4,4,4,4,4,4,4,,f,1,1,0,0,0,215
1135469,Furnished Cozy Condo ByWard Market,<b>The space</b><br />1 bedroom with 2 washrooms condo only 5 min walk to the the Byward Market. <br /><br />Close to: <br />- Rideau Centre <br />- Canal Rideau (bring your skate or rent them here)<br />- National Arts Centre <br />- National Gallery<br,"From the unit you can access pretty well all the major attractions on foot. You can even explore the Quebec shoreline and museum by crossing the Alexandra bridge which is about 25 min at a  leisure walk pace. You will cross the ByWard market, have a spec",6228943,Claudine,2013-05-04,"Ottawa, Ontario, Canada","Hello,
I live and work in Ottawa; I am a computer consultant. I like the outdoor activities like biking, running. 
I like meeting people to hear their stories and adventures. 
I hope to provide you a safe home away home accommodation to make your jour",,67,17,f,https://a0.muscache.com/im/users/6228943/profile_pic/1367716993/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6228943/profile_pic/1367716993/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews']",t,f,"Ottawa, Ontario, Canada",Rideau-Vanier,,45.42932,-75.6834,Entire condominium,Entire home/apt,4,2 baths,1,2,"[""Hot water"", ""Pack \u2019n Play/travel crib"", ""Wifi"", ""Kitchen"", ""TV"", ""First aid kit"", ""Elevator"", ""Luggage dropoff allowed"", ""Dedicated workspace"", ""Paid parking off premises"", ""Essentials"", ""Dryer"", ""Air conditioning"", ""Fire extinguisher"", ""Hair drye",5,1125,5,5,1125,1125,5,1125,,t,0,19,49,324,2021-07-10,89,0,0,2013,2018,4,4,4,4,4,4,4,,f,1,1,0,0,0,99
1137223,"Country charm, 15min to Kanata, Parking","Style, comfort, practicality: this bright new very clean apartment with 1 bdrm+Den w/ full kitchen & private entrance in a family community only 8 min. drive to grocery store and pharmacy, set in 3 acres property among gardens & birds. 35 min. drive to O","We are in the West, only 15 minutes drive from the high tech hub of Kanata (by March Road or Hwy 417) between the lovely towns of Carp and Almonte, in this estate community of Corkery, approximately 35 minutes from downtown Ottawa, as there are 0 traffic",5108859,Maria And Jim,2013-02-16,"Ottawa, Ontario, Canada","Welcome to the National Capital of Canada, our beautiful Ottawa!!!

Our favourite hobbies now are gardening in summer and skiing when there is snow. 
We love to entertain in all seasons and to attend theater evenings, concerts and restaurants -that is",,100,81,f,https://a0.muscache.com/im/users/5108859/profile_pic/1364223368/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/5108859/profile_pic/1364223368/original.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'facebook', 'reviews', 'jumio', 'government_id']",t,t,"Ottawa, Ontario, Canada",West Carleton-March,,45.28627,-76.11419,Entire apartment,Entire home/apt,4,1 bath,1,1,"[""Stove"", ""Dishes and silverware"", ""Hot water"", ""High chair"", ""Microwave"", ""Oven"", ""Indoor fireplace"", ""Wifi"", ""Kitchen"", ""TV with standard cable"", ""Refrigerator"", ""Cable TV"", ""Dishwasher"", ""Shampoo"", ""Backyard"", ""Free parking on premises"", ""Dedicated wo",2,150,2,2,150,150,2,150,,t,0,0,18,18,2021-07-11,180,0,0,2014,2020,4,4,4,4,4,4,4,,f,3,3,0,0,2,75
1151370,Retro Chic Teak with an Ottawa Host Family,"Suitable for those who enjoy a family home setting. Friendly, secure and safe environment where you are greeted and treated like family. We are experienced host family and we offer a private and spacious teak themed bedroom with a Queen bed, desk, chairs",Convenient to public transit and parks. Shopping and restaurants nearby. Free parking on location.,1755714,Janice And Garry,2012-02-15,"Ontario, Canada","Janice is a semi retired arts and culture educator and Garry has a background in Emergency Management and Municipal Government. The historic Gothic stone church is a family homestead that has been lovingly restored over many years. They enjoy travelling ",,100,99,t,https://a0.muscache.com/im/pictures/user/827e835e-06ba-41fc-ae86-10ba50410218.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/827e835e-06ba-41fc-ae86-10ba50410218.jpg?aki_policy=profile_x_medium,,6,6,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'sent_id', 'government_id', 'work_email']",t,t,"Ottawa, Ontario, Canada",College,,45.3475,-75.78425,Private room in house,Private room,1,1 shared bath,1,1,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Indoor fireplace"", ""Breakfast"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""TV"", ""Baking sheet"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Backyard"", ""Luggage dropof",3,1125,3,3,1125,1125,3,1125,,t,11,11,11,236,2021-07-11,36,1,0,2013,2019,4,4,4,4,4,4,4,,f,2,0,2,0,0,49
1225070,Architectural Home Near Dows Lake,"A beautiful new (nut-free!) house designed by award-winning local architect John Donkin and built in 2013 by premium custom home builder Crossford Construction. Bright and airy with huge windows and space to relax. Found in the heart of Little Italy.<br ","Restaurants, restaurants, restaurants within a very short walking distance. Plus parks, walking paths, Dow's Lake, Little Italy, Hintonburg. Close to down town.",6682570,Craig & Rachel,2013-06-01,"Ottawa, Ontario, Canada","Rachel and I have two lovely kids and have just moved into our dream-home. We think you should come stay here when you're in Ottawa!

We're avid cyclists choosing bicycles over our car any time we can. And our location is excellent for getting on the b",,,,f,https://a0.muscache.com/im/users/6682570/profile_pic/1370135878/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/6682570/profile_pic/1370135878/original.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,"Ottawa, Ontario, Canada",Kitchissippi,,45.40026,-75.71411,Entire house,Entire home/apt,8,3 baths,4,6,"[""Stove"", ""Dishes and silverware"", ""Hot water"", ""Microwave"", ""Oven"", ""Indoor fireplace"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""Game console"", ""TV"", ""First aid kit"", ""Refrigerator"", ""Dishwasher"", ""Backyard"", ""Free parking on premises"", ""Dedicated worksp",3,1125,3,3,1125,1125,3,1125,,t,0,0,0,0,2021-07-10,11,0,0,2016,2019,4,4,4,4,5,4,4,,f,1,1,0,0,0,275
1242836,Glebe - Family Suite welcomes you,"Angela's B&B is a large old rambling family house located in central Ottawa on unceded Algonquin territory.<br />The family suite is on the second floor with a queen bed in the front room and a bunk bed in the attached back room. It is possible to add a ","Angela’s place is located in Ottawa, Ontario, Canada.<br />Angela’s Bed & Breakfast is located in the Glebe, which is a central, treed, urban, thriving neighbourhood. Two blocks from the house you can find coffee shops, restaurants, grocery, pharmacy",4606697,Angela,2013-01-06,"Ottawa, Ontario, Canada","I am politically progressive, environmentally conscious and feminist. I am connected with a number of communities and networks in Ottawa.  I am especially happy to facilitate stays of people who are coming to Ottawa to advocate, lobby and network for cha",,100,,t,https://a0.muscache.com/im/users/4606697/profile_pic/1357497370/original.jpg?aki_policy=profile_small,https://a0.muscache.com/im/users/4606697/profile_pic/1357497370/original.jpg?aki_policy=profile_x_medium,,3,3,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'selfie', 'government_id', 'identity_manual', 'work_email']",t,t,"Ottawa, Ontario, Canada",Capital,,45.40464,-75.69143,Private room in bed and breakfast,Private room,4,2.5 shared baths,1,4,"[""Stove"", ""Dishes and silverware"", ""Hot water"", ""High chair"", ""Microwave"", ""Oven"", ""Pack \u2019n Play/travel crib"", ""Wifi"", ""Kitchen"", ""TV"", ""Baby bath"", ""First aid kit"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Luggage dropoff allowed"", ""Free parking o",1,1125,1,1,1125,1125,1,1125,,t,0,0,0,0,2021-07-11,73,0,0,2013,2018,4,4,4,4,4,4,4,,t,3,0,3,0,0,149
1244811,House in Ottawa. Fall Availability,"UPDATE: Current looking for long term (over a month at least) exchanges in South America or Europe this fall (September to December based on any restrictions at the time of traveling). Have a preference for Panama, Colombia, Spain or France but opened to",,6779170,Claudia,2013-06-06,"Ottawa, Ontario, Canada",We live in Canada. I have a beautiful thirteen-year-old daughter and a six year-old boy. I love to go for walks and I practice yoga. We are a happy little family.,,,,f,https://a0.muscache.com/im/pictures/user/33b292d0-8a45-4517-9059-f9e6be0a114c.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/33b292d0-8a45-4517-9059-f9e6be0a114c.jpg?aki_policy=profile_x_medium,,1,1,"['email', 'phone', 'reviews', 'jumio', 'government_id']",t,t,,Kanata North,,45.34475,-75.9375,Entire house,Entire home/apt,5,2.5 baths,4,4,"[""Children\u2019s books and toys for ages 5-10 years old"", ""Stove"", ""Bikes"", ""Hot water kettle"", ""Stainless steel oven"", ""Ping pong table"", ""Dishes and silverware"", ""Hot water"", ""Private fenced garden or backyard"", ""Microwave"", ""Indoor fireplace"", ""Dedic",5,1125,5,5,1125,1125,5,1125,,t,0,0,0,0,2021-07-11,1,0,0,2013,2013,5,5,5,5,5,5,5,,f,1,1,0,0,0,150
1450947,Modern Pristine 3BD w Parking,"Clean, modern, newly renovated home in quiet Westboro/Hintonburg. Open concept Living/Dining Room, high ceilings, wonderful eat-in kitchen, beautiful back garden w/ deck & outdoor furniture. Upstairs patio off of master bedroom. New appliances & fully st","Walking distance to Civic Hospital, Parkdale Market and Wellington Village. 3 min walk to shops, restaurants, outdoor market, bus stops & 10min walk to Ottawa River Parkway. 9km from downtown (15min direct bus ride or 7 min drive). Quiet area with lots t",7354245,Lisa Miall,2013-07-08,"Ottawa, Ontario, Canada","I love to travel and really enjoy meeting new people and learning about different cultures. I am morally aligned with the AIRBNB vision of helping you discover amazing places while you travel within the comforts of home.

I have been an Airbnb host now",,100,96,f,https://a0.muscache.com/im/pictures/user/b5d742b5-c0ed-450a-8b75-3a18c615a4ba.jpg?aki_policy=profile_small,https://a0.muscache.com/im/pictures/user/b5d742b5-c0ed-450a-8b75-3a18c615a4ba.jpg?aki_policy=profile_x_medium,Sandy Hill,28,28,"['email', 'phone', 'reviews', 'jumio', 'offline_government_id', 'government_id']",t,t,"Ottawa, Ontario, Canada",Kitchissippi,,45.40011,-75.72633,Entire townhouse,Entire home/apt,6,1 bath,3,4,"[""Stove"", ""Free street parking"", ""Dishes and silverware"", ""Hot water"", ""High chair"", ""Microwave"", ""Oven"", ""Pack \u2019n Play/travel crib"", ""Wifi"", ""Patio or balcony"", ""Kitchen"", ""TV"", ""Refrigerator"", ""Dishwasher"", ""Shampoo"", ""Backyard"", ""Luggage dropoff ",28,999,28,28,999,999,28,999,,t,23,53,83,358,2021-07-10,104,3,0,2014,2021,4,4,4,4,4,4,4,,f,21,21,0,0,1,359
